Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Mexico,Mexico,1981,EFConsPerCap,0.0485623990784423,1.32749303172255,0.612146361846363,0.0781964338206316,0.258983867420912,0.421724232299755,2.74710632618865,3A,MX
Mexico,Mexico,1982,BiocapPerCap,0.0432274128727496,0,0.424182521593456,0.23946167449125,0.791668884453193,0.403626673530924,1.90216716694157,3A,MX
Mexico,Mexico,1982,EFConsPerCap,0.0432274128727496,1.23458785638345,0.503137247223777,0.0566173598976897,0.256159335517295,0.402741296865313,2.49647050876028,3A,MX
Mexico,Mexico,1983,BiocapPerCap,0.0476772995356436,0,0.470465575630506,0.233733325044472,0.766037019357123,0.404794562312896,1.92270778188064,3A,MX
Mexico,Mexico,1983,EFConsPerCap,0.0476772995356436,1.07658089796215,0.593054690785994,0.0437961092301825,0.250414031527533,0.396907323683545,2.40843035272504,3A,MX
Mexico,Mexico,1984,BiocapPerCap,0.0464664008989666,0,0.446848301110912,0.227366798769032,0.761880473833013,0.394281114507165,1.87684308911909,3A,MX
Mexico,Mexico,1984,EFConsPerCap,0.0464664008989666,1.11401068346167,0.561531992085769,0.0610092926076753,0.247685716504324,0.394342099583448,2.42504618514185,3A,MX
Mexico,Mexico,1985,BiocapPerCap,0.0502479924674839,0,0.480485426787206,0.221554945511418,0.745177208165285,0.384673546017545,1.88213911894894,3A,MX
Mexico,Mexico,1985,EFConsPerCap,0.0502479924674839,1.17390963839557,0.573395050624968,0.0589572993788167,0.251624011243063,0.392262720377335,2.50039671248724,3A,MX
Mexico,Mexico,1986,BiocapPerCap,0.047356659227195,0,0.441781631095216,0.21563627398115,0.728310467585277,0.37486021293164,1.80794524482048,3A,MX
Mexico,Mexico,1986,EFConsPerCap,0.047356659227195,1.08128631796889,0.488722912974014,0.0583833639115062,0.247198548732019,0.364334005207515,2.28728180802114,3A,MX
Mexico,Mexico,1987,BiocapPerCap,0.0481125567595647,0,0.461696448271531,0.211194696567631,0.729266891220714,0.367610541673104,1.81788113449255,3A,MX
Mexico,Mexico,1987,EFConsPerCap,0.0481125567595647,1.09239394929724,0.520507496280305,0.0602038013560117,0.248517066873564,0.357640604847301,2.32737547541399,3A,MX
Mexico,Mexico,1988,BiocapPerCap,0.0425419886551548,0,0.4079501559951,0.206720862273197,0.715255333097123,0.36024487722666,1.73271321724723,3A,MX
Mexico,Mexico,1988,EFConsPerCap,0.0425419886551548,1.12857192904244,0.505049479408753,0.0692945978172968,0.24624136093011,0.375370861451267,2.36707021730502,3A,MX
Mexico,Mexico,1989,BiocapPerCap,0.0394211233014511,0,0.386069906111718,0.20251021329011,0.701159112402684,0.353315797058974,1.68247615216494,3A,MX
Mexico,Mexico,1989,EFConsPerCap,0.0394211233014511,1.18291220976375,0.503079274800773,0.0761684184023086,0.245518055341012,0.372553612782052,2.41965269439135,3A,MX
Mexico,Mexico,1990,BiocapPerCap,0.0442717381545154,0,0.443917356292158,0.198949195673112,0.694614008466385,0.347508704525547,1.72926100311172,3A,MX
Mexico,Mexico,1990,EFConsPerCap,0.0442717381545154,1.18340334479652,0.588886614817252,0.0817485116192143,0.239635569752766,0.358490786859058,2.49643656599933,3A,MX
Mexico,Mexico,1991,BiocapPerCap,0.0400908291977978,0,0.409142178529735,0.194740045119033,0.679702655369108,0.340549477080194,1.66422518529587,3A,MX
Mexico,Mexico,1991,EFConsPerCap,0.0400908291977978,1.25970930016045,0.54855601268659,0.0743334663508378,0.239010506168183,0.37126265431362,2.53296276887748,3A,MX
Mexico,Mexico,1992,BiocapPerCap,0.0375587626783449,0,0.376649558743981,0.192637001023365,0.673201092051672,0.336714652179451,1.61676106667681,3A,MX
Mexico,Mexico,1992,EFConsPerCap,0.0375587626783449,1.25187152842981,0.561675508017023,0.0724861659828899,0.240970656513149,0.374652855381411,2.53921547700263,3A,MX
Mexico,Mexico,1993,BiocapPerCap,0.0388218720424834,0,0.382703733186077,0.188872477065938,0.658059710206301,0.329883161954702,1.5983409544555,3A,MX
Mexico,Mexico,1993,EFConsPerCap,0.0388218720424834,1.2781501376834,0.554915635647882,0.0712474878762229,0.249824834341344,0.352827306839237,2.54578727443057,3A,MX
Mexico,Mexico,1994,BiocapPerCap,0.0399018837918642,0,0.386912554685446,0.18493584462422,0.644792469803134,0.322789110172326,1.57933186307699,3A,MX
Mexico,Mexico,1994,EFConsPerCap,0.0399018837918642,1.4219130351908,0.571474466878129,0.075753020264724,0.245531781382829,0.355004263498433,2.70957845100678,3A,MX
Mexico,Mexico,1995,BiocapPerCap,0.0401317062678491,0,0.383119211705755,0.181054091026989,0.631395609021109,0.315780641688297,1.55148125971,3A,MX
Mexico,Mexico,1995,EFConsPerCap,0.0401317062678491,1.31045268919779,0.500017212675177,0.0779836536076178,0.243275201795164,0.306205469688941,2.47806593323254,3A,MX
Mexico,Mexico,1996,BiocapPerCap,0.0442635211641265,0,0.418059608646185,0.177706559220986,0.620445605281866,0.309751383728226,1.57022667804139,3A,MX
Mexico,Mexico,1996,EFConsPerCap,0.0442635211641265,1.63979543953437,0.595705089188851,0.0875576580246258,0.229600390358467,0.332061117114073,2.92898321538451,3A,MX
Mexico,Mexico,1997,BiocapPerCap,0.0412016679406429,0,0.383754035570172,0.174731356656463,0.608308141408005,0.304321634055276,1.51231683563056,3A,MX
Mexico,Mexico,1997,EFConsPerCap,0.0412016679406429,1.63039171700848,0.551452168010378,0.0924105309646491,0.239247554155071,0.351355417370477,2.9060590554497,3A,MX
Mexico,Mexico,1998,BiocapPerCap,0.0427645335634977,0,0.393117004887324,0.172021021635695,0.597310477367189,0.299416519969291,1.504629557423,3A,MX
Mexico,Mexico,1998,EFConsPerCap,0.0427645335634977,1.5967755504703,0.62502148755132,0.0691623266436838,0.252214141229692,0.361729390946071,2.94766743040457,3A,MX
Mexico,Mexico,1999,BiocapPerCap,0.0408737733837668,0,0.371162523466933,0.169528342765977,0.586367503753702,0.294841247482792,1.46277339085317,3A,MX
